headline,summary,source,date,topic
Origami in Industrial Design: Unlocking the Art of Precision,"Origami in Industrial Design: Unlocking the Art of PrecisionOrigami, or the art of paper folding, is an old Japanese craft that has evolved into a cutting-edge solution across various industries, including space, medicine,...",Yanko Design,2025-05-03 23:30:09,Energy-efficient Materials
A Big Data approach for battery electrolytes,"A new article puts artificial intelligence and machine learning on the task of finding new, powerful electrolytes for designing next-generation batteries for electric vehicles, phones, laptops and grid-scale energy storage. The paper outlines a new framework …",Science Daily,2025-05-05 21:08:24,Energy-efficient Materials
AI demand is causing huge sustainability problems - and hard drives over SSDs could be the answer,"Data centers are struggling with high energy consumption, raw materials, physical space and costs. HDDs could help, says Seagate.",TechRadar,2025-04-21 10:05:00,Energy-efficient Materials
vivo T4's battery size and charging speed confirmed,"vivo launched the T4x last month, and it's now set to unveil the T4 on April 22. vivo hasn't detailed the T4's specs, but it announced that the smartphone will have a massive 7,300 mAh battery under the hood while being 7.89mm thick.

[#InlinePriceWidget,1370…",GSMArena.com,2025-04-17 07:51:02,Energy-efficient Materials
Scientists uncover quantum surprise: Matter mediates ultrastrong coupling between light particles,"A team of researchers has developed a new way to control light interactions using a specially engineered structure called a 3D photonic-crystal cavity that could enable transformative advancements in quantum computing, quantum communication and other quantum-…",Science Daily,2025-04-18 15:29:11,Energy-efficient Materials
Biomass-derived Semiconductor for renewable energy technologies,"Chem. Commun., 2025, Accepted ManuscriptDOI: 10.1039/D5CC01456E, HighlightSiyu Ji, Shuyao Tian, Pengcheng Guan, Xu-Hui JinSemiconductor materials play a crucial role in advancing renewable energy technologies, enabling efficient photocatalytic hydrogen produc…",Royal Society of Chemistry,2025-04-24 23:00:00,Energy-efficient Materials
Battery not lasting through the day? This new display tech could be a game changer,LG Display's latest OLED display innovation could help extend your phone's battery life. Here's how it works.,Android Authority,2025-05-05 13:00:22,Energy-efficient Materials
Metal-free alternative: Rethinking coupling methods for more sustainable organic synthesis,"Coupling reactions are among the most transformative tools in organic chemistry, enabling the formation of crucial chemical bonds in pharmaceuticals, agrochemicals, and advanced materials. Since their introduction, they have been one of the backbones of moder…",Phys.Org,2025-04-09 18:17:03,Energy-efficient Materials
I Thought All Chargers Were the Same—Then I Learned These 6 Crucial Differences,"If you want to fast-charge your devices, you need to make sure you're using the right charger!",MakeUseOf,2025-04-27 13:42:28,Energy-efficient Materials
Spring Cleaning 101: Designs That Can Help You Refresh Your Space,"Spring Cleaning 101: Designs That Can Help You Refresh Your SpaceSpring is not just a season but a symbol of renewal, fresh energy, and plenty of sunshine. After months wrapped in warm blankets and winter...",Yanko Design,2025-04-17 20:30:28,Energy-efficient Materials
Crystal-based cooling could keep future gadgets from overheating,I'm writing this from a laptop that's stalling and refusing to switch between tabs because it's gotten too warm in the early Indian summer. It's not like I'm running a hectic workload of video and audio editing tools and multiple browsers at once: this old ma…,New Atlas,2025-04-17 19:03:00,Energy-efficient Materials
What does it mean for a technology to follow Wright's Law?,"Technologies that follow Wright’s Law get cheaper at a consistent rate, as the cumulative production of that technology increases.",Ourworldindata.org,2025-04-12 08:20:25,Energy-efficient Materials
How the United States Lost the Rare Earth Materials War to China,"Last month, in response to President Donald Trump’s tariff regime, China imposed new export controls on rare earth materials and magnets. Officially, these aren’t bans—but practically, shipments have stopped. This is no small issue: America’s tech leadership,…",The New Republic,2025-05-05 10:00:00,Energy-efficient Materials
The future of solar doesn't track the sun,"PV modules are cheap enough today that the simple fixed East-West arrays are cheaper and faster to install than the industry’s darling, the single-axis tracked array. Xavier Dedenbach, Terraform Po…",Wordpress.com,2025-05-01 18:06:49,Energy-efficient Materials
We’ve unlocked a holy grail in clean energy. It’s only the beginning.,"The tricky thing about generating electricity is that for the most part, you pretty much have to use it or lose it. This fundamental fact has governed and constrained the development of the world’s largest machine: the $2 trillion US power grid. Massive gener…",Vox,2025-04-18 18:35:06,Energy-efficient Materials
Democrats Are Embracing AI for the Dumbest Possible Reason,"Donald Trump wants to save the coal industry. Earlier this week, he signed a rash of executive orders to reopen shuttered coal plants, subsidize unprofitable ones, and—through legally dubious means—tear up regulations that “discriminate” against coal at every…",The New Republic,2025-04-11 10:00:00,Energy-efficient Materials
Time Moves Forward and Now This Gorgeous Watch Does Too,"Time Moves Forward and Now This Gorgeous Watch Does TooTime doesn’t circle back. It marches relentlessly forward, minute by minute, hour after hour. Yet watches have always depicted this linear journey as an endless...",Yanko Design,2025-04-14 01:45:26,Energy-efficient Materials
Build A Sustainable Supply Chain For A Competitive Advantage,"To make a lasting impact, it’s time to re-imagine your company’s entire supply chain.",Forbes,2025-04-17 14:15:00,Energy-efficient Materials
Beyond Minimalism: Discovering the Soul of Japanese And Zen Aesthetics in Product Design,"Beyond Minimalism: Discovering the Soul of Japanese And Zen Aesthetics in Product DesignZen aesthetics is deeply rooted in Zen Buddhist principles with an emphasis on simplicity, natural beauty, and tranquility. Originating in China and Japan, Zen design...",Yanko Design,2025-04-20 11:40:48,Energy-efficient Materials
Concerns British Steel could run out of materials in days,"The government is considering nationalising the company, which employs some 2,700 people.",BBC News,2025-04-09 07:45:02,Energy-efficient Materials
Clean energy is big business. These 5 threats loom large.,"According to the American Clean Power Association, 93 percent of the new energy capacity added to the US power grid in 2024 — 49 gigawatts — came from low greenhouse gas emissions sources like wind, solar, and batteries. And the trends show no sign of stoppin…",Vox,2025-04-18 21:44:36,Energy-efficient Materials
10 Best Indoor Planters That Are Design-Forward Solutions For Effortless Home Gardening,"10 Best Indoor Planters That Are Design-Forward Solutions For Effortless Home GardeningCreating the ultimate indoor garden is easier than ever thanks to innovative planter designs that cater to every lifestyle, space, and level of gardening experience....",Yanko Design,2025-04-25 11:40:26,Energy-efficient Materials
Inside Innovation: Highlights from Global Connect Media Day Shenzhen,"Inside Innovation: Highlights from Global Connect Media Day ShenzhenMedia events often carry a certain energy: a whirlwind of fast conversations, camera flashes, and the rush to capture it all. But attending the Global...",Yanko Design,2025-04-30 16:20:29,Energy-efficient Materials
Breakthrough technology harnesses clean energy from falling rainwater,"Scientists generate clean electricity using falling water in a tube, opening a new path to simple, efficient rain-powered energy.",Thebrighterside.news,2025-04-19 00:07:00,Energy-efficient Materials
FIGR architecture studio’s kross house seems to levitate over coastal garden in australia,"anchored by natural rock and held aloft by a single V-shaped steel column, the home hovers above the sloping site. 
The post FIGR architecture studio’s kross house seems to levitate over coastal garden in australia appeared first on designboom | architecture …",Designboom,2025-04-19 02:10:26,Energy-efficient Materials
Platinum Compounds Constructing Interface Structures Strategies for Electrolysis Hydrogen Production,"Chem. Commun., 2025, Accepted ManuscriptDOI: 10.1039/D5CC01094B, HighlightDezheng Guo, Qiwen Pan, Yuan GaoWith the continuous growth of global energy demand, designing efficient Hydrogen Evolution Reaction (HER) catalysts has become increasingly important. Ho…",Royal Society of Chemistry,2025-04-29 23:00:00,Energy-efficient Materials
Michelin’s Next Tire Race Win Could Be To The Moon,"Michelin is competing to supply tires for the Artemis lunar rover, part of a wider strategy to diversify beyond wheels to produce composite materials in general.",Forbes,2025-04-12 16:44:09,Energy-efficient Materials
